anzsco_code,occupation,education,percentage
7212,Earthmoving Plant Operators,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.2
7213,Forklift Drivers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.5
7219,Other Mobile Plant Operators,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.2
7311,Automobile Drivers,Post Graduate/ Graduate Diploma or Graduate Certificate ,11.7
7312,Bus and Coach Drivers,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.0
7313,Train and Tram Drivers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.9
7321,Delivery Drivers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.7
7331,Truck Drivers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.3
7411,Storepersons,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.5
8111,Car Detailers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.3
8112,Commercial Cleaners,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.5
8113,Domestic Cleaners,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.9
8114,Housekeepers,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.1
8115,Laundry Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.7
8116,Other Cleaners,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.5
8211,Building and Plumbing Labourers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.1
8212,Concreters,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.3
8213,Fencers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.7
8214,Insulation and Home Improvement Installers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.9
8215,Paving and Surfacing Labourers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.5
8216,Railway Track Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.3
8217,Structural Steel Construction Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.6
8219,Other Construction and Mining Labourers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.9
8311,Food and Drink Factory Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.1
8312,"Meat Boners and Slicers, and Slaughterers",Post Graduate/ Graduate Diploma or Graduate Certificate ,0.9
8313,"Meat, Poultry and Seafood Process Workers",Post Graduate/ Graduate Diploma or Graduate Certificate ,2.7
8321,Packers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.3
8322,Product Assemblers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.6
8391,Metal Engineering Process Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.9
8392,Plastics and Rubber Factory Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.1
8393,Product Quality Controllers,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.9
8394,Timber and Wood Process Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.0
8399,Other Factory Process Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.3
8411,Aquaculture Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.0
8412,Crop Farm Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.2
8413,Forestry and Logging Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.3
8414,Garden and Nursery Labourers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.1
8415,Livestock Farm Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.3
8416,Mixed Crop and Livestock Farm Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.8
8419,"Other Farm, Forestry and Garden Workers",Post Graduate/ Graduate Diploma or Graduate Certificate ,2.6
8511,Fast Food Cooks,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.8
8512,Food Trades Assistants,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.7
8513,Kitchenhands,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.9
8911,Freight and Furniture Handlers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.3
8912,Shelf Fillers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.9
8991,Caretakers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.8
8992,Deck and Fishing Hands,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.2
8993,Handypersons,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.1
8994,Motor Vehicle Parts and Accessories Fitters,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.5
8995,Printing Assistants and Table Workers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.3
8996,Recycling and Rubbish Collectors,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.0
8997,Vending Machine Attendants,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.9
8999,Other Miscellaneous Labourers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.3
111211,Corporate General Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,22.2
111212,Defence Force Senior Officers,Post Graduate/ Graduate Diploma or Graduate Certificate ,72.6
111311,Local Government Legislators,Post Graduate/ Graduate Diploma or Graduate Certificate ,19.6
111312,Members of Parliament,Post Graduate/ Graduate Diploma or Graduate Certificate ,31.1
111399,Other Legislators,Post Graduate/ Graduate Diploma or Graduate Certificate ,25.7
121211,Cotton Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.5
121212,Flower Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.7
121213,Fruit and Nut Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.3
121214,"Grain, Oilseed and Pasture Growers",Post Graduate/ Graduate Diploma or Graduate Certificate ,2.1
121215,Grape Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.4
121216,Mixed Crop Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.6
121217,Sugar Cane Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,0.7
121218,Turf Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.0
121221,Vegetable Growers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.7
121299,Other Crop Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,5.9
121311,Beekeepers,Post Graduate/ Graduate Diploma or Graduate Certificate ,5.1
121312,Beef Cattle Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.6
121313,Dairy Cattle Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,1.8
121314,Deer Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,
121315,Goat Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.3
121316,Horse Breeders,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.4
121317,Mixed Livestock Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.0
121318,Pig Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.4
121321,Poultry Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.5
121322,Sheep Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.0
121399,Other Livestock Farmers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.6
131112,Sales and Marketing Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,15.5
131113,Advertising Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,10.0
131114,Public Relations Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,29.1
133111,Construction Project Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,10.8
133112,Project Builders,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.8
133311,Importers and Exporters,Post Graduate/ Graduate Diploma or Graduate Certificate ,14.1
133312,Wholesalers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.8
133511,Forest Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.7
133512,Manufacturing Production Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,7.5
133513,Mine Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,15.5
133611,Supply and Distribution Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,12.3
133612,Procurement Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,22.5
134211,Medical Administrators,Post Graduate/ Graduate Diploma or Graduate Certificate ,32.7
134212,Nursing Clinical Directors,Post Graduate/ Graduate Diploma or Graduate Certificate ,44.7
134213,Primary Health Organisation Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,39.1
134214,Welfare Centre Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,20.5
134299,Other Health and Welfare Services Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,26.2
134411,Faculty Heads,Post Graduate/ Graduate Diploma or Graduate Certificate ,61.4
134412,Regional Education Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,41.3
134499,Education Managers (not covered elsewhere),Post Graduate/ Graduate Diploma or Graduate Certificate ,44.9
135111,Chief Information Officers,Post Graduate/ Graduate Diploma or Graduate Certificate ,31.0
135112,ICT Project Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,26.6
135199,Other ICT Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,21.7
139111,Commissioned Defence Force Officers,Post Graduate/ Graduate Diploma or Graduate Certificate ,26.4
139112,Commissioned Fire Officers,Post Graduate/ Graduate Diploma or Graduate Certificate ,12.0
139113,Commissioned Police Officers,Post Graduate/ Graduate Diploma or Graduate Certificate ,40.2
139911,Arts Administrators and Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,31.2
139912,Environmental Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,35.6
139913,Laboratory Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,30.1
139914,Quality Assurance Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,24.1
139915,Sports Administrators,Post Graduate/ Graduate Diploma or Graduate Certificate ,12.9
139999,Specialist Managers (not covered elsewhere),Post Graduate/ Graduate Diploma or Graduate Certificate ,21.7
141911,Bed and Breakfast Operators,Post Graduate/ Graduate Diploma or Graduate Certificate ,11.1
141912,Retirement Village Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,7.6
141999,Accommodation and Hospitality Managers (not covered elsewhere),Post Graduate/ Graduate Diploma or Graduate Certificate ,9.4
142111,Retail Managers (General),Post Graduate/ Graduate Diploma or Graduate Certificate ,6.4
142112,Antique Dealers,Post Graduate/ Graduate Diploma or Graduate Certificate ,7.8
142113,Betting Agency Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,2.8
142114,Hair and Beauty Salon Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.4
142115,Post Office Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,9.6
142116,Travel Agency Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,9.4
149111,Amusement Centre Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.1
149112,Fitness Centre Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,5.2
149113,Sports Centre Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,5.4
149211,Call Centre or Contact Centre Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.5
149212,Customer Service Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,10.2
149411,Fleet Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,5.4
149412,Railway Station Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.9
149413,Transport Company Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,5.9
149911,Boarding Kennel and Cattery Operators,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.4
149912,Cinema and Theatre Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,6.1
149913,Facilities Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.3
149914,Bank Managers and Branch Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,13.2
149915,Equipment Hire Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.3
149999,"Hospitality, Retail and Service Managers (not covered elsewhere)",Post Graduate/ Graduate Diploma or Graduate Certificate ,9.3
211111,Actors,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.5
211112,Dancers and Choreographers,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.1
211113,Entertainers and Variety Artists,Post Graduate/ Graduate Diploma or Graduate Certificate ,4.5
211199,"Other Actors, Dancers and Entertainers",Post Graduate/ Graduate Diploma or Graduate Certificate ,7.7
211211,Composers,Post Graduate/ Graduate Diploma or Graduate Certificate ,25.1
211212,Music Directors,Post Graduate/ Graduate Diploma or Graduate Certificate ,33.4
211213,Musicians,Post Graduate/ Graduate Diploma or Graduate Certificate ,16.0
211214,Singers,Post Graduate/ Graduate Diploma or Graduate Certificate ,13.7
211299,Other Music Professionals,Post Graduate/ Graduate Diploma or Graduate Certificate ,46.6
211411,Painters (Visual Arts),Post Graduate/ Graduate Diploma or Graduate Certificate ,13.6
211412,Potters and Ceramic Artists,Post Graduate/ Graduate Diploma or Graduate Certificate ,13.3
211413,Sculptors,Post Graduate/ Graduate Diploma or Graduate Certificate ,13.8
211499,Other Visual Arts or Crafts Professionals,Post Graduate/ Graduate Diploma or Graduate Certificate ,9.4
212111,Artistic Directors,Post Graduate/ Graduate Diploma or Graduate Certificate ,31.2
212112,Media Producers,Post Graduate/ Graduate Diploma or Graduate Certificate ,11.1
212113,Radio Presenters,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.2
212114,Television Presenters,Post Graduate/ Graduate Diploma or Graduate Certificate ,8.4
212211,Authors,Post Graduate/ Graduate Diploma or Graduate Certificate ,30.8
212212,Book and Script Editors,Post Graduate/ Graduate Diploma or Graduate Certificate ,44.9
212311,"Art Directors (Film, Television or Stage)",Post Graduate/ Graduate Diploma or Graduate Certificate ,12.2
212312,"Directors (Film, Television, Radio or Stage)",Post Graduate/ Graduate Diploma or Graduate Certificate ,13.8
212313,Cinematographers,Post Graduate/ Graduate Diploma or Graduate Certificate ,9.2
212314,Film and Video Editors,Post Graduate/ Graduate Diploma or Graduate Certificate ,7.9
212315,Program Directors (Television or Radio),Post Graduate/ Graduate Diploma or Graduate Certificate ,15.5
212316,Stage Managers,Post Graduate/ Graduate Diploma or Graduate Certificate ,3.6
212317,Technical Directors,Post Graduate/ Graduate Diploma or Graduate Certificate ,9.7
212318,Video Producers,Post Graduate/ Graduate Diploma or Graduate Certificate ,11.3
212399,"Other Film, Television, Radio and Stage Directors",Post Graduate/ Graduate Diploma or Graduate Certificate ,8.5
212411,Copywriters,Post Graduate/ Graduate Diploma or Graduate Certificate ,17.4
212412,Newspaper and Periodical Editors,Post Graduate/ Graduate Diploma or Graduate Certificate ,23.3
212413,Print Journalists,Post Graduate/ Graduate Diploma or Graduate Certificate ,16.9
212414,Radio Journalists,Post Graduate/ Graduate Diploma or Graduate Certificate ,18.3
212415,Technical Writers,Post Graduate/ Graduate Diploma or Graduate Certificate ,30.0
212416,Television Journalists,Post Graduate/ Graduate Diploma or Graduate Certificate ,15.1
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",Post Graduate/ Graduate Diploma or Graduate Certificate ,20.0
