ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Hepburn,3364,Broomfield,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20354
2025,March,Hepburn,3364,Cabbage Tree,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,20438
2025,March,Hepburn,3364,Cabbage Tree,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,20438
2025,March,Hepburn,3364,Campbelltown,B Property and deception offences,B40 Theft,B49 Other theft,2,20459
2025,March,Hepburn,3364,Kingston,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21364
2025,March,Hepburn,3364,Mount Prospect,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21808
2025,March,Hepburn,3364,Newlyn,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,21931
2025,March,Hepburn,3364,Newlyn,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3,21931
2025,March,Hepburn,3364,Newlyn,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,21931
2025,March,Hepburn,3364,Newlyn,B Property and deception offences,B40 Theft,B49 Other theft,1,21931
2025,March,Hepburn,3364,Newlyn North,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3,21932
2025,March,Hepburn,3364,Newlyn North,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21932
2025,March,Hepburn,3364,Rocklyn,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,22188
2025,March,Hepburn,3364,Rocklyn,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,22188
2025,March,Hepburn,3364,Smeaton,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22293
2025,March,Hepburn,3364,Springmount,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,22327
2025,March,Hepburn,3370,Clunes,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,20580
2025,March,Hepburn,3370,Clunes,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,3,20580
2025,March,Hepburn,3370,Clunes,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,20580
2025,March,Hepburn,3370,Clunes,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,20580
2025,March,Hepburn,3370,Clunes,A Crimes against the person,Other crimes against the person,Other crimes against the person,8,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B20 Property damage,B21 Criminal damage,4,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6,20580
2025,March,Hepburn,3370,Clunes,B Property and deception offences,B40 Theft,B49 Other theft,10,20580
2025,March,Hepburn,3370,Clunes,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,20580
2025,March,Hepburn,3370,Clunes,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,20580
2025,March,Hepburn,3370,Clunes,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20580
2025,March,Hepburn,3370,Clunes,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,3,20580
2025,March,Hepburn,3370,Clunes,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,20580
2025,March,Hepburn,3370,Ullina,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,22606
2025,March,Hepburn,3371,Dunach,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20807
2025,March,Hepburn,3444,Spring Hill,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,22321
2025,March,Hepburn,3444,Spring Hill,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,22321
2025,March,Hepburn,3444,Spring Hill,B Property and deception offences,B40 Theft,B49 Other theft,1,22321
2025,March,Hepburn,3444,Tylden,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,22597
2025,March,Hepburn,3446,Drummond North,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,20799
2025,March,Hepburn,3446,Drummond North,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,20799
2025,March,Hepburn,3446,Drummond North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,20799
2025,March,Hepburn,3446,Drummond North,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20799
2025,March,Hepburn,3446,Drummond North,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,20799
2025,March,Hepburn,3446,Drummond North,B Property and deception offences,B40 Theft,B49 Other theft,1,20799
2025,March,Hepburn,3446,Drummond North,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,20799
2025,March,Hepburn,3458,Fern Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,20912
2025,March,Hepburn,3458,Newbury,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2,21924
2025,March,Hepburn,3458,Newbury,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2,21924
2025,March,Hepburn,3458,Trentham,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B10 Arson,B19 Other fire related offences,4,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B20 Property damage,B21 Criminal damage,4,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B40 Theft,B49 Other theft,1,22577
2025,March,Hepburn,3458,Trentham,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,22577
2025,March,Hepburn,3458,Trentham,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,22577
2025,March,Hepburn,3458,Trentham,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2,22577
2025,March,Hepburn,3458,Trentham,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,7,22577
2025,March,Hepburn,3458,Trentham East,A Crimes against the person,Other crimes against the person,Other crimes against the person,2,22578
2025,March,Hepburn,3458,Trentham East,B Property and deception offences,B40 Theft,B49 Other theft,1,22578
2025,March,Hepburn,3460,Daylesford,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,20721
2025,March,Hepburn,3460,Daylesford,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,7,20721
2025,March,Hepburn,3460,Daylesford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,20721
2025,March,Hepburn,3460,Daylesford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,20721
2025,March,Hepburn,3460,Daylesford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,20721
2025,March,Hepburn,3460,Daylesford,A Crimes against the person,Other crimes against the person,Other crimes against the person,8,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B10 Arson,B19 Other fire related offences,3,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B20 Property damage,B21 Criminal damage,20,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B20 Property damage,B22 Graffiti,2,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,15,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,14,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,22,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B40 Theft,B43 Steal from a retail store,15,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,3,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B40 Theft,B49 Other theft,21,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3,20721
2025,March,Hepburn,3460,Daylesford,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,7,20721
2025,March,Hepburn,3460,Daylesford,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,20721
