anzsco_code,occupation,industry,industry_code
1111,Chief Executives and Managing Directors,"Professional, Scientific and Technical Services",M
1111,Chief Executives and Managing Directors,Public Administration and Safety,O
1111,Chief Executives and Managing Directors,Health Care and Social Assistance,Q
1112,General Managers,"Professional, Scientific and Technical Services",M
1112,General Managers,Manufacturing,C
1112,General Managers,Construction,E
1113,Legislators,Public Administration and Safety,O
1211,Aquaculture Farmers,"Agriculture, Forestry and Fishing",A
1212,Crop Farmers,"Agriculture, Forestry and Fishing",A
1213,Livestock Farmers,"Agriculture, Forestry and Fishing",A
1214,Mixed Crop and Livestock Farmers,"Agriculture, Forestry and Fishing",A
1311,"Advertising, Public Relations and Sales Manager","Professional, Scientific and Technical Services",M
1311,"Advertising, Public Relations and Sales Manager",Wholesale Trade,F
1311,"Advertising, Public Relations and Sales Manager",Retail Trade,G
1321,Corporate Services Managers,Public Administration and Safety,O
1321,Corporate Services Managers,"Professional, Scientific and Technical Services",M
1321,Corporate Services Managers,Health Care and Social Assistance,Q
1322,Finance Managers,Financial and Insurance Services,K
1322,Finance Managers,"Professional, Scientific and Technical Services",M
1322,Finance Managers,Public Administration and Safety,O
1323,Human Resource Managers,Public Administration and Safety,O
1323,Human Resource Managers,"Professional, Scientific and Technical Services",M
1323,Human Resource Managers,Health Care and Social Assistance,Q
1324,Policy and Planning Managers,Public Administration and Safety,O
1324,Policy and Planning Managers,Financial and Insurance Services,K
1324,Policy and Planning Managers,Health Care and Social Assistance,Q
1325,Research and Development Managers,"Professional, Scientific and Technical Services",M
1325,Research and Development Managers,Manufacturing,C
1325,Research and Development Managers,Public Administration and Safety,O
1331,Construction Managers,Construction,E
1331,Construction Managers,"Professional, Scientific and Technical Services",M
1332,Engineering Managers,"Professional, Scientific and Technical Services",M
1332,Engineering Managers,Manufacturing,C
1332,Engineering Managers,"Electricity, Gas, Water and Waste Services",D
1333,"Importers, Exporters and Wholesalers",Wholesale Trade,F
1333,"Importers, Exporters and Wholesalers",Retail Trade,G
1333,"Importers, Exporters and Wholesalers","Transport, Postal and Warehousing",I
1334,Manufacturers,Manufacturing,C
1334,Manufacturers,Construction,E
1334,Manufacturers,Retail Trade,G
1335,Production Managers,Manufacturing,C
1335,Production Managers,Mining,B
1335,Production Managers,Construction,E
1336,"Supply, Distribution and Procurement Managers","Transport, Postal and Warehousing",I
1336,"Supply, Distribution and Procurement Managers",Wholesale Trade,F
1336,"Supply, Distribution and Procurement Managers",Manufacturing,C
1341,Child Care Centre Managers,Health Care and Social Assistance,Q
1341,Child Care Centre Managers,Education and Training,P
1342,Health and Welfare Services Managers,Health Care and Social Assistance,Q
1342,Health and Welfare Services Managers,Public Administration and Safety,O
1343,School Principals,Education and Training,P
1344,Other Education Managers,Education and Training,P
1344,Other Education Managers,Public Administration and Safety,O
1351,ICT Managers,"Professional, Scientific and Technical Services",M
1351,ICT Managers,Public Administration and Safety,O
1351,ICT Managers,Financial and Insurance Services,K
1391,Commissioned Officers (Management),Public Administration and Safety,O
1392,Senior Non-Commissioned Defence Force Officers,Public Administration and Safety,O
1399,Other Specialist Managers,Public Administration and Safety,O
1399,Other Specialist Managers,Manufacturing,C
1399,Other Specialist Managers,"Professional, Scientific and Technical Services",M
1411,Cafe and Restaurant Managers,Accommodation and Food Services,H
1412,Caravan Park and Camping Ground Managers,Accommodation and Food Services,H
1412,Caravan Park and Camping Ground Managers,Arts and Recreation Services,R
1413,Hotel and Motel Managers,Accommodation and Food Services,H
1414,Licensed Club Managers,Accommodation and Food Services,H
1414,Licensed Club Managers,Arts and Recreation Services,R
1419,Other Accommodation and Hospitality Managers,Accommodation and Food Services,H
1419,Other Accommodation and Hospitality Managers,Health Care and Social Assistance,Q
1419,Other Accommodation and Hospitality Managers,"Rental, Hiring and Real Estate Services",L
1421,Retail Managers,Retail Trade,G
1421,Retail Managers,Accommodation and Food Services,H
1421,Retail Managers,Wholesale Trade,F
1491,"Amusement, Fitness and Sports Centre Managers",Arts and Recreation Services,R
1491,"Amusement, Fitness and Sports Centre Managers",Education and Training,P
1491,"Amusement, Fitness and Sports Centre Managers",Accommodation and Food Services,H
1492,"Call, Contact Centre and Customer Service Managers","Professional, Scientific and Technical Services",M
1492,"Call, Contact Centre and Customer Service Managers",Health Care and Social Assistance,Q
1492,"Call, Contact Centre and Customer Service Managers",Public Administration and Safety,O
1493,Conference and Event Organisers,Administrative and Support Services,N
1493,Conference and Event Organisers,Arts and Recreation Services,R
1493,Conference and Event Organisers,Accommodation and Food Services,H
1494,Transport Services Managers,"Transport, Postal and Warehousing",I
1494,Transport Services Managers,"Rental, Hiring and Real Estate Services",L
1494,Transport Services Managers,Construction,E
1499,"Other Hospitality, Retail and Service Managers",Financial and Insurance Services,K
1499,"Other Hospitality, Retail and Service Managers","Rental, Hiring and Real Estate Services",L
1499,"Other Hospitality, Retail and Service Managers",Administrative and Support Services,N
2111,"Actors, Dancers and Other Entertainers",Arts and Recreation Services,R
2111,"Actors, Dancers and Other Entertainers",Information Media and Telecommunications,J
2111,"Actors, Dancers and Other Entertainers",Education and Training,P
2112,Music Professionals,Arts and Recreation Services,R
2112,Music Professionals,Education and Training,P
2113,Photographers,"Professional, Scientific and Technical Services",M
2113,Photographers,Arts and Recreation Services,R
2113,Photographers,"Rental, Hiring and Real Estate Services",L
2114,Visual Arts and Crafts Professionals,Arts and Recreation Services,R
2114,Visual Arts and Crafts Professionals,Manufacturing,C
2114,Visual Arts and Crafts Professionals,Retail Trade,G
2121,"Artistic Directors, Media Producers and Presenters",Information Media and Telecommunications,J
2121,"Artistic Directors, Media Producers and Presenters",Arts and Recreation Services,R
2121,"Artistic Directors, Media Producers and Presenters","Professional, Scientific and Technical Services",M
2122,"Authors, and Book and Script Editors",Arts and Recreation Services,R
2122,"Authors, and Book and Script Editors",Information Media and Telecommunications,J
2122,"Authors, and Book and Script Editors","Professional, Scientific and Technical Services",M
2123,"Film, Television, Radio and Stage Directors",Information Media and Telecommunications,J
2123,"Film, Television, Radio and Stage Directors","Professional, Scientific and Technical Services",M
2123,"Film, Television, Radio and Stage Directors",Arts and Recreation Services,R
2124,Journalists and Other Writers,Information Media and Telecommunications,J
2124,Journalists and Other Writers,"Professional, Scientific and Technical Services",M
2124,Journalists and Other Writers,Arts and Recreation Services,R
2211,Accountants,"Professional, Scientific and Technical Services",M
2211,Accountants,Financial and Insurance Services,K
2211,Accountants,Public Administration and Safety,O
2212,"Auditors, Company Secretaries and Corporate Treasurers","Professional, Scientific and Technical Services",M
2212,"Auditors, Company Secretaries and Corporate Treasurers",Financial and Insurance Services,K
2212,"Auditors, Company Secretaries and Corporate Treasurers",Public Administration and Safety,O
2221,Financial Brokers,Financial and Insurance Services,K
2222,Financial Dealers,Financial and Insurance Services,K
2222,Financial Dealers,"Professional, Scientific and Technical Services",M
2223,Financial Investment Advisers and Managers,Financial and Insurance Services,K
2223,Financial Investment Advisers and Managers,"Professional, Scientific and Technical Services",M
2231,Human Resource Professionals,Administrative and Support Services,N
2231,Human Resource Professionals,Public Administration and Safety,O
2231,Human Resource Professionals,Health Care and Social Assistance,Q
2232,ICT Trainers,"Professional, Scientific and Technical Services",M
2232,ICT Trainers,Education and Training,P
2232,ICT Trainers,Public Administration and Safety,O
2233,Training and Development Professionals,Education and Training,P
2233,Training and Development Professionals,Public Administration and Safety,O
2233,Training and Development Professionals,"Professional, Scientific and Technical Services",M
2241,"Actuaries, Mathematicians and Statisticians",Financial and Insurance Services,K
2241,"Actuaries, Mathematicians and Statisticians","Professional, Scientific and Technical Services",M
2241,"Actuaries, Mathematicians and Statisticians",Public Administration and Safety,O
2242,"Archivists, Curators and Records Managers",Public Administration and Safety,O
2242,"Archivists, Curators and Records Managers",Health Care and Social Assistance,Q
2242,"Archivists, Curators and Records Managers",Arts and Recreation Services,R
2243,Economists,Public Administration and Safety,O
2243,Economists,"Professional, Scientific and Technical Services",M
2243,Economists,Education and Training,P
2244,Intelligence and Policy Analysts,Public Administration and Safety,O
2244,Intelligence and Policy Analysts,Health Care and Social Assistance,Q
2245,Land Economists and Valuers,"Rental, Hiring and Real Estate Services",L
2245,Land Economists and Valuers,Construction,E
2245,Land Economists and Valuers,"Professional, Scientific and Technical Services",M
2246,Librarians,Information Media and Telecommunications,J
2246,Librarians,Education and Training,P
2246,Librarians,Arts and Recreation Services,R
2247,Management and Organisation Analysts,"Professional, Scientific and Technical Services",M
2247,Management and Organisation Analysts,Financial and Insurance Services,K
2247,Management and Organisation Analysts,Public Administration and Safety,O
2249,Other Information and Organisation Professionals,Public Administration and Safety,O
2249,Other Information and Organisation Professionals,"Professional, Scientific and Technical Services",M
2249,Other Information and Organisation Professionals,Financial and Insurance Services,K
2251,Advertising and Marketing Professionals,"Professional, Scientific and Technical Services",M
2251,Advertising and Marketing Professionals,Retail Trade,G
2251,Advertising and Marketing Professionals,Financial and Insurance Services,K
2252,ICT Sales Professionals,"Professional, Scientific and Technical Services",M
2252,ICT Sales Professionals,Wholesale Trade,F
2252,ICT Sales Professionals,Retail Trade,G
2253,Public Relations Professionals,Public Administration and Safety,O
2253,Public Relations Professionals,"Professional, Scientific and Technical Services",M
2253,Public Relations Professionals,Health Care and Social Assistance,Q
2254,Technical Sales Representatives,Wholesale Trade,F
2254,Technical Sales Representatives,Manufacturing,C
2254,Technical Sales Representatives,Retail Trade,G
2311,Air Transport Professionals,"Transport, Postal and Warehousing",I
2311,Air Transport Professionals,Public Administration and Safety,O
2312,Marine Transport Professionals,"Transport, Postal and Warehousing",I
2312,Marine Transport Professionals,"Professional, Scientific and Technical Services",M
2312,Marine Transport Professionals,Public Administration and Safety,O
2321,Architects and Landscape Architects,"Professional, Scientific and Technical Services",M
2321,Architects and Landscape Architects,Construction,E
2322,Surveyors and Spatial Scientists,"Professional, Scientific and Technical Services",M
2322,Surveyors and Spatial Scientists,Construction,E
2322,Surveyors and Spatial Scientists,Public Administration and Safety,O
2323,"Fashion, Industrial and Jewellery Designers",Manufacturing,C
2323,"Fashion, Industrial and Jewellery Designers",Retail Trade,G
2323,"Fashion, Industrial and Jewellery Designers","Professional, Scientific and Technical Services",M
2324,"Graphic and Web Designers, and Illustrators","Professional, Scientific and Technical Services",M
2324,"Graphic and Web Designers, and Illustrators",Manufacturing,C
2324,"Graphic and Web Designers, and Illustrators",Information Media and Telecommunications,J
2325,Interior Designers,"Professional, Scientific and Technical Services",M
2325,Interior Designers,Construction,E
2325,Interior Designers,Manufacturing,C
2326,Urban and Regional Planners,Public Administration and Safety,O
2326,Urban and Regional Planners,"Professional, Scientific and Technical Services",M
2326,Urban and Regional Planners,"Transport, Postal and Warehousing",I
2331,Chemical and Materials Engineers,Manufacturing,C
2331,Chemical and Materials Engineers,Mining,B
2331,Chemical and Materials Engineers,"Professional, Scientific and Technical Services",M
2332,Civil Engineering Professionals,"Professional, Scientific and Technical Services",M
2332,Civil Engineering Professionals,Construction,E
2332,Civil Engineering Professionals,Public Administration and Safety,O
2333,Electrical Engineers,"Professional, Scientific and Technical Services",M
2333,Electrical Engineers,"Electricity, Gas, Water and Waste Services",D
2333,Electrical Engineers,Construction,E
2334,Electronics Engineers,Manufacturing,C
2334,Electronics Engineers,"Professional, Scientific and Technical Services",M
2334,Electronics Engineers,"Electricity, Gas, Water and Waste Services",D
2335,"Industrial, Mechanical and Production Engineers",Manufacturing,C
2335,"Industrial, Mechanical and Production Engineers","Professional, Scientific and Technical Services",M
2335,"Industrial, Mechanical and Production Engineers",Mining,B
2336,Mining Engineers,Mining,B
2336,Mining Engineers,"Professional, Scientific and Technical Services",M
2336,Mining Engineers,"Electricity, Gas, Water and Waste Services",D
2339,Other Engineering Professionals,"Professional, Scientific and Technical Services",M
2339,Other Engineering Professionals,Manufacturing,C
2339,Other Engineering Professionals,Health Care and Social Assistance,Q
2341,Agricultural and Forestry Scientists,"Agriculture, Forestry and Fishing",A
2341,Agricultural and Forestry Scientists,"Professional, Scientific and Technical Services",M
2341,Agricultural and Forestry Scientists,Public Administration and Safety,O
2342,"Chemists, and Food and Wine Scientists",Manufacturing,C
2342,"Chemists, and Food and Wine Scientists","Professional, Scientific and Technical Services",M
2342,"Chemists, and Food and Wine Scientists",Public Administration and Safety,O
2343,Environmental Scientists,"Professional, Scientific and Technical Services",M
2343,Environmental Scientists,Public Administration and Safety,O
2343,Environmental Scientists,Arts and Recreation Services,R
2344,"Geologists, Geophysicists and Hydrogeologists",Mining,B
2344,"Geologists, Geophysicists and Hydrogeologists","Professional, Scientific and Technical Services",M
2344,"Geologists, Geophysicists and Hydrogeologists",Public Administration and Safety,O
2345,Life Scientists,"Professional, Scientific and Technical Services",M
2345,Life Scientists,Public Administration and Safety,O
2345,Life Scientists,Education and Training,P
2346,Medical Laboratory Scientists,Health Care and Social Assistance,Q
2346,Medical Laboratory Scientists,"Professional, Scientific and Technical Services",M
2346,Medical Laboratory Scientists,Education and Training,P
2347,Veterinarians,"Professional, Scientific and Technical Services",M
2349,Other Natural and Physical Science Professionals,Health Care and Social Assistance,Q
2349,Other Natural and Physical Science Professionals,Public Administration and Safety,O
2349,Other Natural and Physical Science Professionals,"Professional, Scientific and Technical Services",M
2411,Early Childhood (Pre-primary School) Teachers,Education and Training,P
2411,Early Childhood (Pre-primary School) Teachers,Health Care and Social Assistance,Q
2412,Primary School Teachers,Education and Training,P
2413,Middle School Teachers,Education and Training,P
2414,Secondary School Teachers,Education and Training,P
2415,Special Education Teachers,Education and Training,P
2421,University Lecturers and Tutors,Education and Training,P
2422,Vocational Education Teachers,Education and Training,P
2491,Education Advisers and Reviewers,Education and Training,P
2491,Education Advisers and Reviewers,Public Administration and Safety,O
2491,Education Advisers and Reviewers,"Professional, Scientific and Technical Services",M
2492,Private Tutors and Teachers,Education and Training,P
2493,Teachers of English to Speakers of Other Languages,Education and Training,P
2511,Nutrition Professionals,Health Care and Social Assistance,Q
2511,Nutrition Professionals,Manufacturing,C
2511,Nutrition Professionals,Education and Training,P
2512,Medical Imaging Professionals,Health Care and Social Assistance,Q
2513,Occupational and Environmental Health Professionals,Public Administration and Safety,O
2513,Occupational and Environmental Health Professionals,Construction,E
2513,Occupational and Environmental Health Professionals,"Professional, Scientific and Technical Services",M
2514,Optometrists and Orthoptists,Health Care and Social Assistance,Q
2515,Pharmacists,Retail Trade,G
2515,Pharmacists,Health Care and Social Assistance,Q
2519,Other Health Diagnostic and Promotion Professionals,Health Care and Social Assistance,Q
2519,Other Health Diagnostic and Promotion Professionals,Public Administration and Safety,O
2519,Other Health Diagnostic and Promotion Professionals,Education and Training,P
2521,Chiropractors and Osteopaths,Health Care and Social Assistance,Q
2522,Complementary Health Therapists,Health Care and Social Assistance,Q
2522,Complementary Health Therapists,Retail Trade,G
2523,Dental Practitioners,Health Care and Social Assistance,Q
2524,Occupational Therapists,Health Care and Social Assistance,Q
2525,Physiotherapists,Health Care and Social Assistance,Q
2526,Podiatrists,Health Care and Social Assistance,Q
2527,Audiologists and Speech Pathologists \ Therapists,Health Care and Social Assistance,Q
2531,General Practitioners and Resident Medical Officers,Health Care and Social Assistance,Q
2532,Anaesthetists,Health Care and Social Assistance,Q
2533,Specialist Physicians,Health Care and Social Assistance,Q
2534,Psychiatrists,Health Care and Social Assistance,Q
2534,Psychiatrists,Public Administration and Safety,O
2535,Surgeons,Health Care and Social Assistance,Q
2539,Other Medical Practitioners,Health Care and Social Assistance,Q
2541,Midwives,Health Care and Social Assistance,Q
2542,Nurse Educators and Researchers,Health Care and Social Assistance,Q
2542,Nurse Educators and Researchers,Education and Training,P
2542,Nurse Educators and Researchers,"Professional, Scientific and Technical Services",M
2543,Nurse Managers,Health Care and Social Assistance,Q
2544,Registered Nurses,Health Care and Social Assistance,Q
2611,ICT Business and Systems Analysts,"Professional, Scientific and Technical Services",M
2611,ICT Business and Systems Analysts,Public Administration and Safety,O
2611,ICT Business and Systems Analysts,Financial and Insurance Services,K
2612,Multimedia Specialists and Web Developers,"Professional, Scientific and Technical Services",M
2612,Multimedia Specialists and Web Developers,Information Media and Telecommunications,J
2613,Software and Applications Programmers,"Professional, Scientific and Technical Services",M
2613,Software and Applications Programmers,Financial and Insurance Services,K
2621,"Database and Systems Administrators, and ICT Security Specialists","Professional, Scientific and Technical Services",M
2621,"Database and Systems Administrators, and ICT Security Specialists",Public Administration and Safety,O
2621,"Database and Systems Administrators, and ICT Security Specialists",Financial and Insurance Services,K
2631,Computer Network Professionals,"Professional, Scientific and Technical Services",M
2631,Computer Network Professionals,Financial and Insurance Services,K
2631,Computer Network Professionals,Public Administration and Safety,O
2632,ICT Support and Test Engineers,"Professional, Scientific and Technical Services",M
2632,ICT Support and Test Engineers,Financial and Insurance Services,K
2632,ICT Support and Test Engineers,Public Administration and Safety,O
2633,Telecommunications Engineering Professionals,Information Media and Telecommunications,J
2633,Telecommunications Engineering Professionals,"Professional, Scientific and Technical Services",M
2633,Telecommunications Engineering Professionals,Wholesale Trade,F
2711,Barristers,"Professional, Scientific and Technical Services",M
2711,Barristers,Public Administration and Safety,O
2712,Judicial and Other Legal Professionals,Public Administration and Safety,O
2712,Judicial and Other Legal Professionals,"Professional, Scientific and Technical Services",M
2712,Judicial and Other Legal Professionals,Financial and Insurance Services,K
2713,Solicitors,"Professional, Scientific and Technical Services",M
2713,Solicitors,Public Administration and Safety,O
2721,Counsellors,Health Care and Social Assistance,Q
2721,Counsellors,Education and Training,P
2722,Ministers of Religion,Other Services,S
2722,Ministers of Religion,Education and Training,P
2722,Ministers of Religion,Health Care and Social Assistance,Q
2723,Psychologists and Psychotherapists,Health Care and Social Assistance,Q
2723,Psychologists and Psychotherapists,Education and Training,P
2723,Psychologists and Psychotherapists,Public Administration and Safety,O
2724,Social Professionals,"Professional, Scientific and Technical Services",M
2724,Social Professionals,Education and Training,P
2724,Social Professionals,Health Care and Social Assistance,Q
2725,Social Workers,Health Care and Social Assistance,Q
2725,Social Workers,Public Administration and Safety,O
2726,"Welfare, Recreation and Community Arts Workers",Health Care and Social Assistance,Q
2726,"Welfare, Recreation and Community Arts Workers",Public Administration and Safety,O
3111,Agricultural Technicians,"Agriculture, Forestry and Fishing",A
3111,Agricultural Technicians,Public Administration and Safety,O
3111,Agricultural Technicians,Manufacturing,C
3112,Medical Technicians,Health Care and Social Assistance,Q
3112,Medical Technicians,Retail Trade,G
3113,Primary Products Inspectors,Public Administration and Safety,O
3114,Science Technicians,Education and Training,P
3114,Science Technicians,"Professional, Scientific and Technical Services",M
3114,Science Technicians,Mining,B
3121,"Architectural, Building and Surveying Technicians",Construction,E
3121,"Architectural, Building and Surveying Technicians","Professional, Scientific and Technical Services",M
3122,Civil Engineering Draftspersons and Technicians,"Professional, Scientific and Technical Services",M
3122,Civil Engineering Draftspersons and Technicians,Construction,E
3122,Civil Engineering Draftspersons and Technicians,Public Administration and Safety,O
3123,"Electrical Engineering Draftspersons, Technicians",Construction,E
3123,"Electrical Engineering Draftspersons, Technicians","Electricity, Gas, Water and Waste Services",D
3123,"Electrical Engineering Draftspersons, Technicians",Other Services,S
3124,"Electronic Engineering Draftspersons, Technicians",Public Administration and Safety,O
3124,"Electronic Engineering Draftspersons, Technicians",Manufacturing,C
3124,"Electronic Engineering Draftspersons, Technicians",Information Media and Telecommunications,J
3125,"Mechanical Engineering Draftspersons, Technicians",Manufacturing,C
3125,"Mechanical Engineering Draftspersons, Technicians","Professional, Scientific and Technical Services",M
3125,"Mechanical Engineering Draftspersons, Technicians",Other Services,S
3126,Safety Inspectors,Public Administration and Safety,O
3126,Safety Inspectors,Mining,B
3126,Safety Inspectors,"Professional, Scientific and Technical Services",M
3129,Other Building and Engineering Technicians,Mining,B
3129,Other Building and Engineering Technicians,Manufacturing,C
3129,Other Building and Engineering Technicians,"Professional, Scientific and Technical Services",M
3131,ICT Support Technicians,"Professional, Scientific and Technical Services",M
3131,ICT Support Technicians,Public Administration and Safety,O
3131,ICT Support Technicians,Education and Training,P
3132,Telecommunications Technical Specialists,Information Media and Telecommunications,J
3132,Telecommunications Technical Specialists,Construction,E
3132,Telecommunications Technical Specialists,"Electricity, Gas, Water and Waste Services",D
3211,Automotive Electricians,Other Services,S
3211,Automotive Electricians,Mining,B
3211,Automotive Electricians,Wholesale Trade,F
3212,Motor Mechanics,Other Services,S
3212,Motor Mechanics,Retail Trade,G
3221,"Metal Casting, Forging and Finishing Trades","Agriculture, Forestry and Fishing",A
3221,"Metal Casting, Forging and Finishing Trades",Manufacturing,C
3221,"Metal Casting, Forging and Finishing Trades",Other Services,S
3222,Sheetmetal Trades Workers,Manufacturing,C
3222,Sheetmetal Trades Workers,Construction,E
3223,Structural Steel and Welding Trades Workers,Manufacturing,C
3223,Structural Steel and Welding Trades Workers,Construction,E
3223,Structural Steel and Welding Trades Workers,Mining,B
3231,Aircraft Maintenance Engineers,"Transport, Postal and Warehousing",I
3231,Aircraft Maintenance Engineers,Manufacturing,C
3231,Aircraft Maintenance Engineers,Public Administration and Safety,O
3232,Metal Fitters and Machinists,Manufacturing,C
3232,Metal Fitters and Machinists,Mining,B
3232,Metal Fitters and Machinists,Other Services,S
3233,Precision Metal Trades Workers,Other Services,S
3233,Precision Metal Trades Workers,Public Administration and Safety,O
3233,Precision Metal Trades Workers,Retail Trade,G
3234,Toolmakers and Engineering Patternmakers,Manufacturing,C
3234,Toolmakers and Engineering Patternmakers,Other Services,S
3234,Toolmakers and Engineering Patternmakers,Wholesale Trade,F
3241,Panelbeaters,Other Services,S
3242,Vehicle Body Builders and Trimmers,Manufacturing,C
3242,Vehicle Body Builders and Trimmers,Other Services,S
3242,Vehicle Body Builders and Trimmers,Retail Trade,G
3243,Vehicle Painters,Other Services,S
3243,Vehicle Painters,Manufacturing,C
3243,Vehicle Painters,Construction,E
3311,Bricklayers and Stonemasons,Construction,E
3311,Bricklayers and Stonemasons,Manufacturing,C
3312,Carpenters and Joiners,Construction,E
3312,Carpenters and Joiners,Manufacturing,C
3321,Floor Finishers,Construction,E
3321,Floor Finishers,Retail Trade,G
3322,Painting Trades Workers,Construction,E
3331,Glaziers,Construction,E
3331,Glaziers,Manufacturing,C
3332,Plasterers,Construction,E
3333,Roof Tilers,Construction,E
3334,Wall and Floor Tilers,Construction,E
3341,Plumbers,Construction,E
3411,Electricians,Construction,E
3411,Electricians,Mining,B
3411,Electricians,"Electricity, Gas, Water and Waste Services",D
3421,Airconditioning and Refrigeration Mechanics,Construction,E
3421,Airconditioning and Refrigeration Mechanics,Other Services,S
3421,Airconditioning and Refrigeration Mechanics,Manufacturing,C
3422,Electrical Distribution Trades Workers,"Electricity, Gas, Water and Waste Services",D
3422,Electrical Distribution Trades Workers,Construction,E
3423,Electronics Trades Workers,Construction,E
3423,Electronics Trades Workers,Other Services,S
3423,Electronics Trades Workers,"Professional, Scientific and Technical Services",M
3424,Telecommunications Trades Workers,Information Media and Telecommunications,J
3424,Telecommunications Trades Workers,Construction,E
3424,Telecommunications Trades Workers,Other Services,S
3511,Bakers and Pastrycooks,Manufacturing,C
3511,Bakers and Pastrycooks,Retail Trade,G
3511,Bakers and Pastrycooks,Accommodation and Food Services,H
3512,Butchers and Smallgoods Makers,Retail Trade,G
3512,Butchers and Smallgoods Makers,Manufacturing,C
3513,Chefs,Accommodation and Food Services,H
3513,Chefs,Health Care and Social Assistance,Q
3514,Cooks,Accommodation and Food Services,H
3514,Cooks,Health Care and Social Assistance,Q
3611,Animal Attendants and Trainers,Other Services,S
3611,Animal Attendants and Trainers,Arts and Recreation Services,R
3611,Animal Attendants and Trainers,Education and Training,P
3612,Shearers,"Agriculture, Forestry and Fishing",A
3613,Veterinary Nurses,"Professional, Scientific and Technical Services",M
3621,Florists,Retail Trade,G
3621,Florists,"Agriculture, Forestry and Fishing",A
3622,Gardeners,Construction,E
3622,Gardeners,Administrative and Support Services,N
3622,Gardeners,Arts and Recreation Services,R
3623,Greenkeepers,Arts and Recreation Services,R
3623,Greenkeepers,Education and Training,P
3623,Greenkeepers,Administrative and Support Services,N
3624,Nurserypersons,"Agriculture, Forestry and Fishing",A
3624,Nurserypersons,Wholesale Trade,F
3624,Nurserypersons,Retail Trade,G
3911,Hairdressers,Other Services,S
3921,Print Finishers and Screen Printers,Manufacturing,C
3921,Print Finishers and Screen Printers,"Professional, Scientific and Technical Services",M
3921,Print Finishers and Screen Printers,Wholesale Trade,F
3922,Graphic Pre-press Trades Workers,Information Media and Telecommunications,J
3922,Graphic Pre-press Trades Workers,Manufacturing,C
3923,Printers,Manufacturing,C
3931,Canvas and Leather Goods Makers,Other Services,S
3931,Canvas and Leather Goods Makers,Manufacturing,C
3932,Clothing Trades Workers,Manufacturing,C
3932,Clothing Trades Workers,Other Services,S
3932,Clothing Trades Workers,Retail Trade,G
3933,Upholsterers,Manufacturing,C
3933,Upholsterers,Other Services,S
3941,Cabinetmakers,Manufacturing,C
3941,Cabinetmakers,Construction,E
3942,Wood Machinists and Other Wood Trades Workers,Manufacturing,C
3942,Wood Machinists and Other Wood Trades Workers,Retail Trade,G
3942,Wood Machinists and Other Wood Trades Workers,Wholesale Trade,F
3991,Boat Builders and Shipwrights,Manufacturing,C
3991,Boat Builders and Shipwrights,Public Administration and Safety,O
3992,"Chemical, Gas, Petroleum and Power Plant Operators","Electricity, Gas, Water and Waste Services",D
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Mining,B
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Manufacturing,C
3993,"Gallery, Library and Museum Technicians",Information Media and Telecommunications,J
3993,"Gallery, Library and Museum Technicians",Education and Training,P
3993,"Gallery, Library and Museum Technicians",Arts and Recreation Services,R
3994,Jewellers,Retail Trade,G
3994,Jewellers,Manufacturing,C
3994,Jewellers,Other Services,S
3995,Performing Arts Technicians,Information Media and Telecommunications,J
3995,Performing Arts Technicians,"Professional, Scientific and Technical Services",M
3995,Performing Arts Technicians,Arts and Recreation Services,R
3996,Signwriters,"Professional, Scientific and Technical Services",M
3996,Signwriters,Manufacturing,C
3999,Other Miscellaneous Technicians and Trades Workers,Health Care and Social Assistance,Q
3999,Other Miscellaneous Technicians and Trades Workers,Manufacturing,C
3999,Other Miscellaneous Technicians and Trades Workers,"Professional, Scientific and Technical Services",M
4111,Ambulance Officers and Paramedics,Health Care and Social Assistance,Q
4112,"Dental Hygienists, Technicians and Therapists",Health Care and Social Assistance,Q
4112,"Dental Hygienists, Technicians and Therapists",Manufacturing,C
4113,Diversional Therapists,Health Care and Social Assistance,Q
4114,Enrolled and Mothercraft Nurses,Health Care and Social Assistance,Q
4115,Indigenous Health Workers,Health Care and Social Assistance,Q
4115,Indigenous Health Workers,Public Administration and Safety,O
4116,Massage Therapists,Health Care and Social Assistance,Q
4116,Massage Therapists,Other Services,S
4117,Welfare Support Workers,Health Care and Social Assistance,Q
4117,Welfare Support Workers,Public Administration and Safety,O
4211,Child Carers,Health Care and Social Assistance,Q
4211,Child Carers,Education and Training,P
4221,Education Aides,Education and Training,P
4231,Aged and Disabled Carers,Health Care and Social Assistance,Q
4232,Dental Assistants,Health Care and Social Assistance,Q
4233,Nursing Support and Personal Care Workers,Health Care and Social Assistance,Q
4234,Special Care Workers,Education and Training,P
4234,Special Care Workers,Health Care and Social Assistance,Q
4311,Bar Attendants and Baristas,Accommodation and Food Services,H
4311,Bar Attendants and Baristas,Arts and Recreation Services,R
4312,Cafe Workers,Accommodation and Food Services,H
4313,Gaming Workers,Arts and Recreation Services,R
4313,Gaming Workers,Accommodation and Food Services,H
4314,Hotel Service Managers,Accommodation and Food Services,H
4314,Hotel Service Managers,Administrative and Support Services,N
4315,Waiters,Accommodation and Food Services,H
4319,Other Hospitality Workers,Arts and Recreation Services,R
4319,Other Hospitality Workers,Accommodation and Food Services,H
4319,Other Hospitality Workers,"Transport, Postal and Warehousing",I
